dataset,feature,length,model_size,auc
Wikipedia (en),Min-K% ++,900,160m,0.514916
Wikipedia (en),Min-K% ++,0,410m,0.513238
Wikipedia (en),Min-K% ++,100,410m,0.516265
Wikipedia (en),Min-K% ++,200,410m,0.501251
Wikipedia (en),Min-K% ++,300,410m,0.5035179999999999
Wikipedia (en),Min-K% ++,400,410m,0.503313
Wikipedia (en),Min-K% ++,500,410m,0.5020865
Wikipedia (en),Min-K% ++,600,410m,0.513496
Wikipedia (en),Min-K% ++,700,410m,0.5091045
Wikipedia (en),Min-K% ++,800,410m,0.529412
Wikipedia (en),Min-K% ++,900,410m,0.5034695
Wikipedia (en),Min-K% ++,0,1b,0.515429
Wikipedia (en),Min-K% ++,100,1b,0.525534
Wikipedia (en),Min-K% ++,200,1b,0.511247
Wikipedia (en),Min-K% ++,300,1b,0.5187539999999999
Wikipedia (en),Min-K% ++,400,1b,0.506473
Wikipedia (en),Min-K% ++,500,1b,0.503574
Wikipedia (en),Min-K% ++,600,1b,0.511127
Wikipedia (en),Min-K% ++,700,1b,0.5116339999999999
Wikipedia (en),Min-K% ++,800,1b,0.528361
Wikipedia (en),Min-K% ++,900,1b,0.507714
Wikipedia (en),Min-K% ++,0,2.8b,0.5054835
Wikipedia (en),Min-K% ++,100,2.8b,0.533617
Wikipedia (en),Min-K% ++,200,2.8b,0.5186035
Wikipedia (en),Min-K% ++,300,2.8b,0.547829
Wikipedia (en),Min-K% ++,400,2.8b,0.5407285
Wikipedia (en),Min-K% ++,500,2.8b,0.530513
Wikipedia (en),Min-K% ++,600,2.8b,0.5488470000000001
Wikipedia (en),Min-K% ++,700,2.8b,0.5507565000000001
Wikipedia (en),Min-K% ++,800,2.8b,0.5748475
Wikipedia (en),Min-K% ++,900,2.8b,0.560836
Wikipedia (en),Min-K% ++,0,6.9b,0.504159
Wikipedia (en),Min-K% ++,100,6.9b,0.5506465
Wikipedia (en),Min-K% ++,200,6.9b,0.533576
Wikipedia (en),Min-K% ++,300,6.9b,0.5467995
Wikipedia (en),Min-K% ++,400,6.9b,0.543172
Wikipedia (en),Min-K% ++,500,6.9b,0.5293135
Wikipedia (en),Min-K% ++,600,6.9b,0.5424789999999999
Wikipedia (en),Min-K% ++,700,6.9b,0.541133
Wikipedia (en),Min-K% ++,800,6.9b,0.5580439999999999
Wikipedia (en),Min-K% ++,900,6.9b,0.5538589999999999
Wikipedia (en),Min-K% ++,0,12b,0.509439
Wikipedia (en),Min-K% ++,100,12b,0.549332
Wikipedia (en),Min-K% ++,200,12b,0.54268
Wikipedia (en),Min-K% ++,300,12b,0.551179
Wikipedia (en),Min-K% ++,400,12b,0.5437244999999999
Wikipedia (en),Min-K% ++,500,12b,0.5420050000000001
Wikipedia (en),Min-K% ++,600,12b,0.551311
Wikipedia (en),Min-K% ++,700,12b,0.5537179999999999
Wikipedia (en),Min-K% ++,800,12b,0.5875400000000001
Wikipedia (en),Min-K% ++,900,12b,0.564701
Wikipedia (en),Zlib,0,160m,0.505315
Wikipedia (en),Zlib,100,160m,0.5086895
Wikipedia (en),Zlib,200,160m,0.517783
Wikipedia (en),Zlib,300,160m,0.5038525
Wikipedia (en),Zlib,400,160m,0.511393
Wikipedia (en),Zlib,500,160m,0.512135
Wikipedia (en),Zlib,600,160m,0.505394
Wikipedia (en),Zlib,700,160m,0.501919
Wikipedia (en),Zlib,800,160m,0.5063124999999999
Wikipedia (en),Zlib,900,160m,0.5034165
Wikipedia (en),Zlib,0,410m,0.508115
Wikipedia (en),Zlib,100,410m,0.5130405
Wikipedia (en),Zlib,200,410m,0.5188425
Wikipedia (en),Zlib,300,410m,0.5099305000000001
Wikipedia (en),Zlib,400,410m,0.52186
Wikipedia (en),Zlib,500,410m,0.507917
Wikipedia (en),Zlib,600,410m,0.5023185
Wikipedia (en),Zlib,700,410m,0.5002565
Wikipedia (en),Zlib,800,410m,0.5107685
Wikipedia (en),Zlib,900,410m,0.5058435
Wikipedia (en),Zlib,0,1b,0.5124245
Wikipedia (en),Zlib,100,1b,0.515488
Wikipedia (en),Zlib,200,1b,0.524
Wikipedia (en),Zlib,300,1b,0.5132245
Wikipedia (en),Zlib,400,1b,0.5246695
Wikipedia (en),Zlib,500,1b,0.5079005
Wikipedia (en),Zlib,600,1b,0.5019615
Wikipedia (en),Zlib,700,1b,0.5010435
Wikipedia (en),Zlib,800,1b,0.5115314999999999
Wikipedia (en),Zlib,900,1b,0.5096835
Wikipedia (en),Zlib,0,2.8b,0.5043495
Wikipedia (en),Zlib,100,2.8b,0.522026
Wikipedia (en),Zlib,200,2.8b,0.5279965
Wikipedia (en),Zlib,300,2.8b,0.525683
Wikipedia (en),Zlib,400,2.8b,0.5429485
Wikipedia (en),Zlib,500,2.8b,0.5038195
Wikipedia (en),Zlib,600,2.8b,0.5197585
Wikipedia (en),Zlib,700,2.8b,0.5109935
Wikipedia (en),Zlib,800,2.8b,0.5300045
Wikipedia (en),Zlib,900,2.8b,0.529469
Wikipedia (en),Zlib,0,6.9b,0.5041325000000001
Wikipedia (en),Zlib,100,6.9b,0.5239505
Wikipedia (en),Zlib,200,6.9b,0.5258585
Wikipedia (en),Zlib,300,6.9b,0.52583
Wikipedia (en),Zlib,400,6.9b,0.543213
Wikipedia (en),Zlib,500,6.9b,0.5016235
Wikipedia (en),Zlib,600,6.9b,0.5154235
Wikipedia (en),Zlib,700,6.9b,0.5072760000000001
Wikipedia (en),Zlib,800,6.9b,0.526945
Wikipedia (en),Zlib,900,6.9b,0.5254525
Wikipedia (en),Zlib,0,12b,0.500387
Wikipedia (en),Zlib,100,12b,0.5322994999999999
Wikipedia (en),Zlib,200,12b,0.528162
Wikipedia (en),Zlib,300,12b,0.5335575
Wikipedia (en),Zlib,400,12b,0.5466125
Wikipedia (en),Zlib,500,12b,0.507239
Wikipedia (en),Zlib,600,12b,0.5214165000000001
Wikipedia (en),Zlib,700,12b,0.509385
Wikipedia (en),Zlib,800,12b,0.533581
Wikipedia (en),Zlib,900,12b,0.529747
Wikipedia (en),Gradient,0,160m,0.5224495
Wikipedia (en),Gradient,100,160m,0.5122795
Wikipedia (en),Gradient,200,160m,0.5116045
Wikipedia (en),Gradient,300,160m,0.5040654999999999
Wikipedia (en),Gradient,400,160m,0.5012205
Wikipedia (en),Gradient,500,160m,0.5178155000000001
Wikipedia (en),Gradient,600,160m,0.5053435000000001
Wikipedia (en),Gradient,700,160m,0.5081605
Wikipedia (en),Gradient,800,160m,0.503159
Wikipedia (en),Gradient,900,160m,0.5063820000000001
Wikipedia (en),Gradient,0,410m,0.518754
Wikipedia (en),Gradient,100,410m,0.5000785
Wikipedia (en),Gradient,200,410m,0.5096935
Wikipedia (en),Gradient,300,410m,0.507174
Wikipedia (en),Gradient,400,410m,0.5221175
Wikipedia (en),Gradient,500,410m,0.5016285
Wikipedia (en),Gradient,600,410m,0.503469
Wikipedia (en),Gradient,700,410m,0.5012289999999999
Wikipedia (en),Gradient,800,410m,0.51315
Wikipedia (en),Gradient,900,410m,0.5155395
Wikipedia (en),Gradient,0,1b,0.5001005
Wikipedia (en),Gradient,100,1b,0.503746
Wikipedia (en),Gradient,200,1b,0.515272
Wikipedia (en),Gradient,300,1b,0.504334
Wikipedia (en),Gradient,400,1b,0.5286025
Wikipedia (en),Gradient,500,1b,0.5096085
Wikipedia (en),Gradient,600,1b,0.501904
Wikipedia (en),Gradient,700,1b,0.5063369999999999
Wikipedia (en),Gradient,800,1b,0.515593
Wikipedia (en),Gradient,900,1b,0.5101205
Wikipedia (en),Gradient,0,2.8b,0.5154915
Wikipedia (en),Gradient,100,2.8b,0.511645
Wikipedia (en),Gradient,200,2.8b,0.5319745
Wikipedia (en),Gradient,300,2.8b,0.522101
Wikipedia (en),Gradient,400,2.8b,0.507066
Wikipedia (en),Gradient,500,2.8b,0.50132
Wikipedia (en),Gradient,600,2.8b,0.5123575
Wikipedia (en),Gradient,700,2.8b,0.5269725000000001
Wikipedia (en),Gradient,800,2.8b,0.5388649999999999
Wikipedia (en),Gradient,900,2.8b,0.5091685
Wikipedia (en),Gradient,0,6.9b,0.515576
Wikipedia (en),Gradient,100,6.9b,0.5041415
Wikipedia (en),Gradient,200,6.9b,0.540959
Wikipedia (en),Gradient,300,6.9b,0.5171925
Wikipedia (en),Gradient,400,6.9b,0.5070939999999999
Wikipedia (en),Gradient,500,6.9b,0.512896
Wikipedia (en),Gradient,600,6.9b,0.514031
Wikipedia (en),Gradient,700,6.9b,0.5126335000000001
Wikipedia (en),Gradient,800,6.9b,0.5084345
Wikipedia (en),Gradient,900,6.9b,0.5186999999999999
Wikipedia (en),Gradient,0,12b,0.5214235
Wikipedia (en),Gradient,100,12b,0.5215265
Wikipedia (en),Gradient,200,12b,0.5132509999999999
Wikipedia (en),Gradient,300,12b,0.5054169999999999
Wikipedia (en),Gradient,400,12b,0.5055725
Wikipedia (en),Gradient,500,12b,0.5095965
Wikipedia (en),Gradient,600,12b,0.5123985
Wikipedia (en),Gradient,700,12b,0.510169
Wikipedia (en),Gradient,800,12b,0.5246595000000001
Wikipedia (en),Gradient,900,12b,0.510872
Wikipedia (en),Refer,0,160m,0.5315205
Wikipedia (en),Refer,100,160m,0.5072985
Wikipedia (en),Refer,200,160m,0.5136835
Wikipedia (en),Refer,300,160m,0.513401
Wikipedia (en),Refer,400,160m,0.5184135000000001
Wikipedia (en),Refer,500,160m,0.5076685000000001
Wikipedia (en),Refer,600,160m,0.502325
Wikipedia (en),Refer,700,160m,0.505113
Wikipedia (en),Refer,800,160m,0.521791
Wikipedia (en),Refer,900,160m,0.510097
Wikipedia (en),Refer,0,410m,0.5314055
Wikipedia (en),Refer,100,410m,0.507325
Wikipedia (en),Refer,200,410m,0.5136835
Wikipedia (en),Refer,300,410m,0.5136310000000001
Wikipedia (en),Refer,400,410m,0.5184135000000001
Wikipedia (en),Refer,500,410m,0.5076685000000001
Wikipedia (en),Refer,600,410m,0.502325
Wikipedia (en),Refer,700,410m,0.505113
Wikipedia (en),Refer,800,410m,0.521791
Wikipedia (en),Refer,900,410m,0.510097
Wikipedia (en),Refer,0,1b,0.531462
Wikipedia (en),Refer,100,1b,0.5073335
Wikipedia (en),Refer,200,1b,0.5136755000000001
Wikipedia (en),Refer,300,1b,0.5135125
Wikipedia (en),Refer,400,1b,0.5184135000000001
Wikipedia (en),Refer,500,1b,0.5076685000000001
Wikipedia (en),Refer,600,1b,0.502325
Wikipedia (en),Refer,700,1b,0.505113
Wikipedia (en),Refer,800,1b,0.521791
Wikipedia (en),Refer,900,1b,0.510097
Wikipedia (en),Refer,0,2.8b,0.531462
Wikipedia (en),Refer,100,2.8b,0.5073335
Wikipedia (en),Refer,200,2.8b,0.5136755000000001
Wikipedia (en),Refer,300,2.8b,0.5135125
Wikipedia (en),Refer,400,2.8b,0.5184135000000001
Wikipedia (en),Refer,500,2.8b,0.5076685000000001
Wikipedia (en),Refer,600,2.8b,0.502325
Wikipedia (en),Refer,700,2.8b,0.505113
Wikipedia (en),Refer,800,2.8b,0.521791
Wikipedia (en),Refer,900,2.8b,0.510097
Wikipedia (en),Refer,0,6.9b,0.5313829999999999
Wikipedia (en),Refer,100,6.9b,0.5073775
Wikipedia (en),Refer,200,6.9b,0.5138055
Wikipedia (en),Refer,300,6.9b,0.5137704999999999
Wikipedia (en),Refer,400,6.9b,0.5184135000000001
Wikipedia (en),Refer,500,6.9b,0.5076685000000001
Wikipedia (en),Refer,600,6.9b,0.502325
Wikipedia (en),Refer,700,6.9b,0.505405
Wikipedia (en),Refer,800,6.9b,0.521791
Wikipedia (en),Refer,900,6.9b,0.510097
Wikipedia (en),Refer,0,12b,0.5313829999999999
Wikipedia (en),Refer,100,12b,0.5073775
Wikipedia (en),Refer,200,12b,0.5138055
Wikipedia (en),Refer,300,12b,0.5137704999999999
Wikipedia (en),Refer,400,12b,0.5184135000000001
Wikipedia (en),Refer,500,12b,0.5076685000000001
Wikipedia (en),Refer,600,12b,0.502325
Wikipedia (en),Refer,700,12b,0.505405
Wikipedia (en),Refer,800,12b,0.521791
Wikipedia (en),Refer,900,12b,0.510097
Wikipedia (en),CCD,0,160m,0.511374
Wikipedia (en),CCD,100,160m,0.5084075000000001
Wikipedia (en),CCD,200,160m,0.502417
Wikipedia (en),CCD,300,160m,0.515954
Wikipedia (en),CCD,400,160m,0.5094874999999999
Wikipedia (en),CCD,500,160m,0.5065415
Wikipedia (en),CCD,600,160m,0.505628
Wikipedia (en),CCD,700,160m,0.5158499999999999
Wikipedia (en),CCD,800,160m,0.5175004999999999
Wikipedia (en),CCD,900,160m,0.5003095
Wikipedia (en),CCD,0,410m,0.501871
Wikipedia (en),CCD,100,410m,0.5199085
Wikipedia (en),CCD,200,410m,0.50488
Wikipedia (en),CCD,300,410m,0.5101175
Wikipedia (en),CCD,400,410m,0.5124845
Wikipedia (en),CCD,500,410m,0.501058
Wikipedia (en),CCD,600,410m,0.5019435000000001
Wikipedia (en),CCD,700,410m,0.530591
Wikipedia (en),CCD,800,410m,0.506943
Wikipedia (en),CCD,900,410m,0.5010485
Wikipedia (en),CCD,0,1b,0.51956
Wikipedia (en),CCD,100,1b,0.5062275
Wikipedia (en),CCD,200,1b,0.5173295
Wikipedia (en),CCD,300,1b,0.504445
Wikipedia (en),CCD,400,1b,0.521985
Wikipedia (en),CCD,500,1b,0.5143765
Wikipedia (en),CCD,600,1b,0.5049
Wikipedia (en),CCD,700,1b,0.521871
Wikipedia (en),CCD,800,1b,0.516443
Wikipedia (en),CCD,900,1b,0.503355
Wikipedia (en),CCD,0,2.8b,0.5097129999999999
Wikipedia (en),CCD,100,2.8b,0.500562
Wikipedia (en),CCD,200,2.8b,0.518268
Wikipedia (en),CCD,300,2.8b,0.52382
Wikipedia (en),CCD,400,2.8b,0.5062465
Wikipedia (en),CCD,500,2.8b,0.5041705000000001
Wikipedia (en),CCD,600,2.8b,0.5042265
Wikipedia (en),CCD,700,2.8b,0.5086455000000001
Wikipedia (en),CCD,800,2.8b,0.5005105
Wikipedia (en),CCD,900,2.8b,0.502896
Wikipedia (en),CCD,0,6.9b,0.509766
Wikipedia (en),CCD,100,6.9b,0.5023025
Wikipedia (en),CCD,200,6.9b,0.5070825000000001
Wikipedia (en),CCD,300,6.9b,0.512188
Wikipedia (en),CCD,400,6.9b,0.510204
Wikipedia (en),CCD,500,6.9b,0.5162914999999999
Wikipedia (en),CCD,600,6.9b,0.504087
Wikipedia (en),CCD,700,6.9b,0.5194725
Wikipedia (en),CCD,800,6.9b,0.5098735
Wikipedia (en),CCD,900,6.9b,0.5120815
Wikipedia (en),CCD,0,12b,0.5140950000000001
Wikipedia (en),CCD,100,12b,0.5023325
Wikipedia (en),CCD,200,12b,0.5123355
Wikipedia (en),CCD,300,12b,0.5147120000000001
Wikipedia (en),CCD,400,12b,0.5020709999999999
Wikipedia (en),CCD,500,12b,0.513102
Wikipedia (en),CCD,600,12b,0.5057079999999999
Wikipedia (en),CCD,700,12b,0.5251935
Wikipedia (en),CCD,800,12b,0.5084029999999999
Wikipedia (en),CCD,900,12b,0.513278
Wikipedia (en),PAC,0,160m,0.5125585
Wikipedia (en),PAC,100,160m,0.5021545000000001
Wikipedia (en),PAC,200,160m,0.5054135
Wikipedia (en),PAC,300,160m,0.5124995
Wikipedia (en),PAC,400,160m,0.509413
Wikipedia (en),PAC,500,160m,0.5203115
Wikipedia (en),PAC,600,160m,0.503549
Wikipedia (en),PAC,700,160m,0.501425
Wikipedia (en),PAC,800,160m,0.503974
Wikipedia (en),PAC,900,160m,0.518779
Wikipedia (en),PAC,0,410m,0.524897
Wikipedia (en),PAC,100,410m,0.52024
Wikipedia (en),PAC,200,410m,0.5064685
Wikipedia (en),PAC,300,410m,0.5285735
Wikipedia (en),PAC,400,410m,0.5181635
Wikipedia (en),PAC,500,410m,0.507592
Wikipedia (en),PAC,600,410m,0.5062145
Wikipedia (en),PAC,700,410m,0.5133025
Wikipedia (en),PAC,800,410m,0.509792
Wikipedia (en),PAC,900,410m,0.5025935
Wikipedia (en),PAC,0,1b,0.5235354999999999
Wikipedia (en),PAC,100,1b,0.522083
Wikipedia (en),PAC,200,1b,0.5067984999999999
Wikipedia (en),PAC,300,1b,0.5205919999999999
Wikipedia (en),PAC,400,1b,0.513309
Wikipedia (en),PAC,500,1b,0.509328
Wikipedia (en),PAC,600,1b,0.5055145
Wikipedia (en),PAC,700,1b,0.502536
Wikipedia (en),PAC,800,1b,0.511568
Wikipedia (en),PAC,900,1b,0.5044025
Wikipedia (en),PAC,0,2.8b,0.504556
Wikipedia (en),PAC,100,2.8b,0.526739
Wikipedia (en),PAC,200,2.8b,0.5144995
Wikipedia (en),PAC,300,2.8b,0.513094
Wikipedia (en),PAC,400,2.8b,0.5160724999999999
Wikipedia (en),PAC,500,2.8b,0.513277
Wikipedia (en),PAC,600,2.8b,0.5056905
Wikipedia (en),PAC,700,2.8b,0.501558
Wikipedia (en),PAC,800,2.8b,0.5038
Wikipedia (en),PAC,900,2.8b,0.5000435
Wikipedia (en),PAC,0,6.9b,0.5091915
Wikipedia (en),PAC,100,6.9b,0.5194300000000001
Wikipedia (en),PAC,200,6.9b,0.5226405000000001
Wikipedia (en),PAC,300,6.9b,0.516655
Wikipedia (en),PAC,400,6.9b,0.5138989999999999
Wikipedia (en),PAC,500,6.9b,0.514005
Wikipedia (en),PAC,600,6.9b,0.5003495
Wikipedia (en),PAC,700,6.9b,0.5056419999999999
Wikipedia (en),PAC,800,6.9b,0.503247
Wikipedia (en),PAC,900,6.9b,0.5111915
Wikipedia (en),PAC,0,12b,0.5072620000000001
Wikipedia (en),PAC,100,12b,0.5257805
Wikipedia (en),PAC,200,12b,0.5163355
Wikipedia (en),PAC,300,12b,0.5143235
Wikipedia (en),PAC,400,12b,0.513634
