dataset,feature,length,model_size,auc
Wikipedia (en),Loss,500,6.9b,0.511244
Wikipedia (en),Loss,600,6.9b,0.5216495
Wikipedia (en),Loss,700,6.9b,0.5116970000000001
Wikipedia (en),Loss,800,6.9b,0.5130155000000001
Wikipedia (en),Loss,900,6.9b,0.5046630000000001
Wikipedia (en),Loss,0,12b,0.502247
Wikipedia (en),Loss,100,12b,0.516358
Wikipedia (en),Loss,200,12b,0.5243425
Wikipedia (en),Loss,300,12b,0.5031734999999999
Wikipedia (en),Loss,400,12b,0.557705
Wikipedia (en),Loss,500,12b,0.515916
Wikipedia (en),Loss,600,12b,0.525499
Wikipedia (en),Loss,700,12b,0.514564
Wikipedia (en),Loss,800,12b,0.519221
Wikipedia (en),Loss,900,12b,0.5089585000000001
Wikipedia (en),Min-K%,0,160m,0.515361
Wikipedia (en),Min-K%,100,160m,0.5062205000000001
Wikipedia (en),Min-K%,200,160m,0.5028334999999999
Wikipedia (en),Min-K%,300,160m,0.5138834999999999
Wikipedia (en),Min-K%,400,160m,0.5270824999999999
Wikipedia (en),Min-K%,500,160m,0.5003150000000001
Wikipedia (en),Min-K%,600,160m,0.5094529999999999
Wikipedia (en),Min-K%,700,160m,0.519323
Wikipedia (en),Min-K%,800,160m,0.503822
Wikipedia (en),Min-K%,900,160m,0.5117745
Wikipedia (en),Min-K%,0,410m,0.5095919999999999
Wikipedia (en),Min-K%,100,410m,0.5164485
Wikipedia (en),Min-K%,200,410m,0.5047885000000001
Wikipedia (en),Min-K%,300,410m,0.507371
Wikipedia (en),Min-K%,400,410m,0.5348269999999999
Wikipedia (en),Min-K%,500,410m,0.5011460000000001
Wikipedia (en),Min-K%,600,410m,0.507842
Wikipedia (en),Min-K%,700,410m,0.510629
Wikipedia (en),Min-K%,800,410m,0.5035165
Wikipedia (en),Min-K%,900,410m,0.511461
Wikipedia (en),Min-K%,0,1b,0.5089325
Wikipedia (en),Min-K%,100,1b,0.51952
Wikipedia (en),Min-K%,200,1b,0.506105
Wikipedia (en),Min-K%,300,1b,0.5054
Wikipedia (en),Min-K%,400,1b,0.545366
Wikipedia (en),Min-K%,500,1b,0.504341
Wikipedia (en),Min-K%,600,1b,0.510591
Wikipedia (en),Min-K%,700,1b,0.5038630000000001
Wikipedia (en),Min-K%,800,1b,0.5055540000000001
Wikipedia (en),Min-K%,900,1b,0.5027285
Wikipedia (en),Min-K%,0,2.8b,0.506844
Wikipedia (en),Min-K%,100,2.8b,0.5332325
Wikipedia (en),Min-K%,200,2.8b,0.522699
Wikipedia (en),Min-K%,300,2.8b,0.507352
Wikipedia (en),Min-K%,400,2.8b,0.5652505
Wikipedia (en),Min-K%,500,2.8b,0.523519
Wikipedia (en),Min-K%,600,2.8b,0.5301910000000001
Wikipedia (en),Min-K%,700,2.8b,0.510652
Wikipedia (en),Min-K%,800,2.8b,0.5244960000000001
Wikipedia (en),Min-K%,900,2.8b,0.515835
Wikipedia (en),Min-K%,0,6.9b,0.5025904999999999
Wikipedia (en),Min-K%,100,6.9b,0.525763
Wikipedia (en),Min-K%,200,6.9b,0.52452
Wikipedia (en),Min-K%,300,6.9b,0.503513
Wikipedia (en),Min-K%,400,6.9b,0.560761
Wikipedia (en),Min-K%,500,6.9b,0.5153774999999999
Wikipedia (en),Min-K%,600,6.9b,0.5226879999999999
Wikipedia (en),Min-K%,700,6.9b,0.506963
Wikipedia (en),Min-K%,800,6.9b,0.5194854999999999
Wikipedia (en),Min-K%,900,6.9b,0.510651
Wikipedia (en),Min-K%,0,12b,0.5015769999999999
Wikipedia (en),Min-K%,100,12b,0.530244
Wikipedia (en),Min-K%,200,12b,0.529908
Wikipedia (en),Min-K%,300,12b,0.50634
Wikipedia (en),Min-K%,400,12b,0.567759
Wikipedia (en),Min-K%,500,12b,0.523191
Wikipedia (en),Min-K%,600,12b,0.529346
Wikipedia (en),Min-K%,700,12b,0.5114449999999999
Wikipedia (en),Min-K%,800,12b,0.527154
Wikipedia (en),Min-K%,900,12b,0.517321
Wikipedia (en),Perplexity,0,160m,0.5189904999999999
Wikipedia (en),Perplexity,100,160m,0.503315
Wikipedia (en),Perplexity,200,160m,0.5009645
Wikipedia (en),Perplexity,300,160m,0.5170025000000001
Wikipedia (en),Perplexity,400,160m,0.5349195
Wikipedia (en),Perplexity,500,160m,0.5000975
Wikipedia (en),Perplexity,600,160m,0.513969
Wikipedia (en),Perplexity,700,160m,0.5131880000000001
Wikipedia (en),Perplexity,800,160m,0.515672
Wikipedia (en),Perplexity,900,160m,0.5182589999999999
Wikipedia (en),Perplexity,0,410m,0.5144455
Wikipedia (en),Perplexity,100,410m,0.5081235
Wikipedia (en),Perplexity,200,410m,0.5034434999999999
Wikipedia (en),Perplexity,300,410m,0.5115544999999999
Wikipedia (en),Perplexity,400,410m,0.5358219999999999
Wikipedia (en),Perplexity,500,410m,0.500747
Wikipedia (en),Perplexity,600,410m,0.5094720000000001
Wikipedia (en),Perplexity,700,410m,0.5073475000000001
Wikipedia (en),Perplexity,800,410m,0.5037575
Wikipedia (en),Perplexity,900,410m,0.5130640000000001
Wikipedia (en),Perplexity,0,1b,0.512289
Wikipedia (en),Perplexity,100,1b,0.509755
Wikipedia (en),Perplexity,200,1b,0.5081785
Wikipedia (en),Perplexity,300,1b,0.5117205
Wikipedia (en),Perplexity,400,1b,0.5429655
Wikipedia (en),Perplexity,500,1b,0.502876
Wikipedia (en),Perplexity,600,1b,0.513274
Wikipedia (en),Perplexity,700,1b,0.5004215000000001
Wikipedia (en),Perplexity,800,1b,0.501058
Wikipedia (en),Perplexity,900,1b,0.5072034999999999
Wikipedia (en),Perplexity,0,2.8b,0.5088755
Wikipedia (en),Perplexity,100,2.8b,0.5175095000000001
Wikipedia (en),Perplexity,200,2.8b,0.5200995
Wikipedia (en),Perplexity,300,2.8b,0.5018605
Wikipedia (en),Perplexity,400,2.8b,0.556006
Wikipedia (en),Perplexity,500,2.8b,0.5162615
Wikipedia (en),Perplexity,600,2.8b,0.5271005
Wikipedia (en),Perplexity,700,2.8b,0.513355
Wikipedia (en),Perplexity,800,2.8b,0.5161975
Wikipedia (en),Perplexity,900,2.8b,0.5097815000000001
Wikipedia (en),Perplexity,0,6.9b,0.5061985
Wikipedia (en),Perplexity,100,6.9b,0.5137700000000001
Wikipedia (en),Perplexity,200,6.9b,0.5211920000000001
Wikipedia (en),Perplexity,300,6.9b,0.506089
Wikipedia (en),Perplexity,400,6.9b,0.5533669999999999
Wikipedia (en),Perplexity,500,6.9b,0.511244
Wikipedia (en),Perplexity,600,6.9b,0.5216495
Wikipedia (en),Perplexity,700,6.9b,0.5116970000000001
Wikipedia (en),Perplexity,800,6.9b,0.5130155000000001
Wikipedia (en),Perplexity,900,6.9b,0.5046630000000001
Wikipedia (en),Perplexity,0,12b,0.502247
Wikipedia (en),Perplexity,100,12b,0.516358
Wikipedia (en),Perplexity,200,12b,0.5243425
Wikipedia (en),Perplexity,300,12b,0.5031734999999999
Wikipedia (en),Perplexity,400,12b,0.557705
Wikipedia (en),Perplexity,500,12b,0.515916
Wikipedia (en),Perplexity,600,12b,0.525499
Wikipedia (en),Perplexity,700,12b,0.514564
Wikipedia (en),Perplexity,800,12b,0.519221
Wikipedia (en),Perplexity,900,12b,0.5089585000000001
Wikipedia (en),Min-K% ++,0,160m,0.508547
Wikipedia (en),Min-K% ++,100,160m,0.505843
Wikipedia (en),Min-K% ++,200,160m,0.5137875000000001
Wikipedia (en),Min-K% ++,300,160m,0.503331
Wikipedia (en),Min-K% ++,400,160m,0.503085
Wikipedia (en),Min-K% ++,500,160m,0.504644
Wikipedia (en),Min-K% ++,600,160m,0.5106705
Wikipedia (en),Min-K% ++,700,160m,0.512193
Wikipedia (en),Min-K% ++,800,160m,0.500233
Wikipedia (en),Min-K% ++,900,160m,0.5033275
Wikipedia (en),Min-K% ++,0,410m,0.5017165
Wikipedia (en),Min-K% ++,100,410m,0.509809
Wikipedia (en),Min-K% ++,200,410m,0.5177470000000001
Wikipedia (en),Min-K% ++,300,410m,0.50344
Wikipedia (en),Min-K% ++,400,410m,0.5197385
Wikipedia (en),Min-K% ++,500,410m,0.5066630000000001
Wikipedia (en),Min-K% ++,600,410m,0.50134
Wikipedia (en),Min-K% ++,700,410m,0.508615
Wikipedia (en),Min-K% ++,800,410m,0.510131
Wikipedia (en),Min-K% ++,900,410m,0.501437
Wikipedia (en),Min-K% ++,0,1b,0.500196
Wikipedia (en),Min-K% ++,100,1b,0.508412
Wikipedia (en),Min-K% ++,200,1b,0.50363
Wikipedia (en),Min-K% ++,300,1b,0.5054395
Wikipedia (en),Min-K% ++,400,1b,0.5391050000000001
Wikipedia (en),Min-K% ++,500,1b,0.503042
Wikipedia (en),Min-K% ++,600,1b,0.5033114999999999
Wikipedia (en),Min-K% ++,700,1b,0.503011
Wikipedia (en),Min-K% ++,800,1b,0.504854
Wikipedia (en),Min-K% ++,900,1b,0.5087094999999999
Wikipedia (en),Min-K% ++,0,2.8b,0.5008589999999999
Wikipedia (en),Min-K% ++,100,2.8b,0.5335329999999999
Wikipedia (en),Min-K% ++,200,2.8b,0.5362119999999999
Wikipedia (en),Min-K% ++,300,2.8b,0.5323015
Wikipedia (en),Min-K% ++,400,2.8b,0.561025
Wikipedia (en),Min-K% ++,500,2.8b,0.537634
Wikipedia (en),Min-K% ++,600,2.8b,0.54511
Wikipedia (en),Min-K% ++,700,2.8b,0.527354
Wikipedia (en),Min-K% ++,800,2.8b,0.5482155
Wikipedia (en),Min-K% ++,900,2.8b,0.54728
Wikipedia (en),Min-K% ++,0,6.9b,0.5037295
Wikipedia (en),Min-K% ++,100,6.9b,0.529311
Wikipedia (en),Min-K% ++,200,6.9b,0.528395
Wikipedia (en),Min-K% ++,300,6.9b,0.5336645
Wikipedia (en),Min-K% ++,400,6.9b,0.566651
Wikipedia (en),Min-K% ++,500,6.9b,0.529989
Wikipedia (en),Min-K% ++,600,6.9b,0.541347
Wikipedia (en),Min-K% ++,700,6.9b,0.5342294999999999
Wikipedia (en),Min-K% ++,800,6.9b,0.532308
Wikipedia (en),Min-K% ++,900,6.9b,0.5368269999999999
Wikipedia (en),Min-K% ++,0,12b,0.5092260000000001
Wikipedia (en),Min-K% ++,100,12b,0.5397474999999999
Wikipedia (en),Min-K% ++,200,12b,0.5444724999999999
Wikipedia (en),Min-K% ++,300,12b,0.536679
Wikipedia (en),Min-K% ++,400,12b,0.576661
Wikipedia (en),Min-K% ++,500,12b,0.546922
Wikipedia (en),Min-K% ++,600,12b,0.549148
Wikipedia (en),Min-K% ++,700,12b,0.5367850000000001
Wikipedia (en),Min-K% ++,800,12b,0.5424125
Wikipedia (en),Min-K% ++,900,12b,0.547088
Wikipedia (en),Zlib,0,160m,0.5006335
Wikipedia (en),Zlib,100,160m,0.5186824999999999
Wikipedia (en),Zlib,200,160m,0.5079335
Wikipedia (en),Zlib,300,160m,0.5163355000000001
Wikipedia (en),Zlib,400,160m,0.5128705
Wikipedia (en),Zlib,500,160m,0.5092169999999999
Wikipedia (en),Zlib,600,160m,0.511305
Wikipedia (en),Zlib,700,160m,0.5032300000000001
Wikipedia (en),Zlib,800,160m,0.515178
Wikipedia (en),Zlib,900,160m,0.528634
Wikipedia (en),Zlib,0,410m,0.5012375
Wikipedia (en),Zlib,100,410m,0.5172345
Wikipedia (en),Zlib,200,410m,0.511403
Wikipedia (en),Zlib,300,410m,0.5138895000000001
Wikipedia (en),Zlib,400,410m,0.5209944999999999
Wikipedia (en),Zlib,500,410m,0.5106005
Wikipedia (en),Zlib,600,410m,0.5098685000000001
Wikipedia (en),Zlib,700,410m,0.504827
Wikipedia (en),Zlib,800,410m,0.5032555
Wikipedia (en),Zlib,900,410m,0.5211210000000001
Wikipedia (en),Zlib,0,1b,0.5012915
Wikipedia (en),Zlib,100,1b,0.5212525
Wikipedia (en),Zlib,200,1b,0.516214
Wikipedia (en),Zlib,300,1b,0.5150025
Wikipedia (en),Zlib,400,1b,0.5293345
Wikipedia (en),Zlib,500,1b,0.5090185
Wikipedia (en),Zlib,600,1b,0.5152935
Wikipedia (en),Zlib,700,1b,0.500572
Wikipedia (en),Zlib,800,1b,0.503468
Wikipedia (en),Zlib,900,1b,0.5158345
Wikipedia (en),Zlib,0,2.8b,0.5008295
Wikipedia (en),Zlib,100,2.8b,0.526852
Wikipedia (en),Zlib,200,2.8b,0.530004
Wikipedia (en),Zlib,300,2.8b,0.5047555
Wikipedia (en),Zlib,400,2.8b,0.54659
Wikipedia (en),Zlib,500,2.8b,0.50827
Wikipedia (en),Zlib,600,2.8b,0.5314135
Wikipedia (en),Zlib,700,2.8b,0.5126685
Wikipedia (en),Zlib,800,2.8b,0.519015
Wikipedia (en),Zlib,900,2.8b,0.502517
Wikipedia (en),Zlib,0,6.9b,0.500687
Wikipedia (en),Zlib,100,6.9b,0.5258605000000001
Wikipedia (en),Zlib,200,6.9b,0.5301830000000001
Wikipedia (en),Zlib,300,6.9b,0.5088495
Wikipedia (en),Zlib,400,6.9b,0.5430865
Wikipedia (en),Zlib,500,6.9b,0.503533
Wikipedia (en),Zlib,600,6.9b,0.5274675
Wikipedia (en),Zlib,700,6.9b,0.5132410000000001
Wikipedia (en),Zlib,800,6.9b,0.516863
Wikipedia (en),Zlib,900,6.9b,0.5016204999999999
Wikipedia (en),Zlib,0,12b,0.504713
Wikipedia (en),Zlib,100,12b,0.5286235
Wikipedia (en),Zlib,200,12b,0.534783
Wikipedia (en),Zlib,300,12b,0.5043275
Wikipedia (en),Zlib,400,12b,0.547784
Wikipedia (en),Zlib,500,12b,0.5086299999999999
Wikipedia (en),Zlib,600,12b,0.5311405
Wikipedia (en),Zlib,700,12b,0.516999
Wikipedia (en),Zlib,800,12b,0.522931
Wikipedia (en),Zlib,900,12b,0.5024204999999999
Wikipedia (en),Gradient,0,160m,0.5061255
Wikipedia (en),Gradient,100,160m,0.5207845
Wikipedia (en),Gradient,200,160m,0.503594
Wikipedia (en),Gradient,300,160m,0.506429
Wikipedia (en),Gradient,400,160m,0.512072
Wikipedia (en),Gradient,500,160m,0.510715
Wikipedia (en),Gradient,600,160m,0.5186355
Wikipedia (en),Gradient,700,160m,0.508607
Wikipedia (en),Gradient,800,160m,0.512941
Wikipedia (en),Gradient,900,160m,0.5003035
Wikipedia (en),Gradient,0,410m,0.5163145
Wikipedia (en),Gradient,100,410m,0.5296155
Wikipedia (en),Gradient,200,410m,0.5116830000000001
Wikipedia (en),Gradient,300,410m,0.503091
Wikipedia (en),Gradient,400,410m,0.5110815
Wikipedia (en),Gradient,500,410m,0.5038199999999999
Wikipedia (en),Gradient,600,410m,0.5016050000000001
Wikipedia (en),Gradient,700,410m,0.513165
Wikipedia (en),Gradient,800,410m,0.52716
Wikipedia (en),Gradient,900,410m,0.505223
Wikipedia (en),Gradient,0,1b,0.501761
Wikipedia (en),Gradient,100,1b,0.5046185000000001
Wikipedia (en),Gradient,200,1b,0.5089279999999999
Wikipedia (en),Gradient,300,1b,0.507193
Wikipedia (en),Gradient,400,1b,0.51815
Wikipedia (en),Gradient,500,1b,0.5047174999999999
Wikipedia (en),Gradient,600,1b,0.5047275
Wikipedia (en),Gradient,700,1b,0.515805
Wikipedia (en),Gradient,800,1b,0.516832
Wikipedia (en),Gradient,900,1b,0.5011055
Wikipedia (en),Gradient,0,2.8b,0.5002915000000001
Wikipedia (en),Gradient,100,2.8b,0.5305755000000001
Wikipedia (en),Gradient,200,2.8b,0.5072935000000001
Wikipedia (en),Gradient,300,2.8b,0.500537
Wikipedia (en),Gradient,400,2.8b,0.520304
Wikipedia (en),Gradient,500,2.8b,0.511343
Wikipedia (en),Gradient,600,2.8b,0.514436
Wikipedia (en),Gradient,700,2.8b,0.5137974999999999
Wikipedia (en),Gradient,800,2.8b,0.510755
Wikipedia (en),Gradient,900,2.8b,0.5146390000000001
Wikipedia (en),Gradient,0,6.9b,0.500985
Wikipedia (en),Gradient,100,6.9b,0.5242345
Wikipedia (en),Gradient,200,6.9b,0.5005805
Wikipedia (en),Gradient,300,6.9b,0.5052055000000001
Wikipedia (en),Gradient,400,6.9b,0.5210325
Wikipedia (en),Gradient,500,6.9b,0.5074000000000001
Wikipedia (en),Gradient,600,6.9b,0.508208
Wikipedia (en),Gradient,700,6.9b,0.5246435
Wikipedia (en),Gradient,800,6.9b,0.5012650000000001
Wikipedia (en),Gradient,900,6.9b,0.5034569999999999
Wikipedia (en),Gradient,0,12b,0.5046925
Wikipedia (en),Gradient,100,12b,0.5309765
Wikipedia (en),Gradient,200,12b,0.501926
Wikipedia (en),Gradient,300,12b,0.5133065
Wikipedia (en),Gradient,400,12b,0.5080055
Wikipedia (en),Gradient,500,12b,0.500589
Wikipedia (en),Gradient,600,12b,0.5068670000000001
Wikipedia (en),Gradient,700,12b,0.507997
Wikipedia (en),Gradient,800,12b,0.520105
Wikipedia (en),Gradient,900,12b,0.5029535
Wikipedia (en),Refer,0,160m,0.515772
Wikipedia (en),Refer,100,160m,0.5021305
Wikipedia (en),Refer,200,160m,0.5052935000000001
Wikipedia (en),Refer,300,160m,0.514417
Wikipedia (en),Refer,400,160m,0.531778
Wikipedia (en),Refer,500,160m,0.504354
Wikipedia (en),Refer,600,160m,0.508034
Wikipedia (en),Refer,700,160m,0.5025725
Wikipedia (en),Refer,800,160m,0.500304
Wikipedia (en),Refer,900,160m,0.5140685
Wikipedia (en),Refer,0,410m,0.5158095
Wikipedia (en),Refer,100,410m,0.502107
Wikipedia (en),Refer,200,410m,0.5053015
Wikipedia (en),Refer,300,410m,0.514444
Wikipedia (en),Refer,400,410m,0.531778
Wikipedia (en),Refer,500,410m,0.504354
Wikipedia (en),Refer,600,410m,0.508034
Wikipedia (en),Refer,700,410m,0.5025725
Wikipedia (en),Refer,800,410m,0.500304
Wikipedia (en),Refer,900,410m,0.5140685
Wikipedia (en),Refer,0,1b,0.5158054999999999
Wikipedia (en),Refer,100,1b,0.502195
Wikipedia (en),Refer,200,1b,0.5052935000000001
Wikipedia (en),Refer,300,1b,0.5146045
Wikipedia (en),Refer,400,1b,0.531778
Wikipedia (en),Refer,500,1b,0.504354
Wikipedia (en),Refer,600,1b,0.508034
Wikipedia (en),Refer,700,1b,0.5025725
Wikipedia (en),Refer,800,1b,0.500304
Wikipedia (en),Refer,900,1b,0.5140685
Wikipedia (en),Refer,0,2.8b,0.5158054999999999
Wikipedia (en),Refer,100,2.8b,0.502195
Wikipedia (en),Refer,200,2.8b,0.5052935000000001
Wikipedia (en),Refer,300,2.8b,0.5146045
Wikipedia (en),Refer,400,2.8b,0.531778
Wikipedia (en),Refer,500,2.8b,0.504354
Wikipedia (en),Refer,600,2.8b,0.508034
Wikipedia (en),Refer,700,2.8b,0.5025725
Wikipedia (en),Refer,800,2.8b,0.500304
Wikipedia (en),Refer,900,2.8b,0.5140685
Wikipedia (en),Refer,0,6.9b,0.5157425
Wikipedia (en),Refer,100,6.9b,0.50214
Wikipedia (en),Refer,200,6.9b,0.5053030000000001
Wikipedia (en),Refer,300,6.9b,0.514562
Wikipedia (en),Refer,400,6.9b,0.531778
Wikipedia (en),Refer,500,6.9b,0.504354
Wikipedia (en),Refer,600,6.9b,0.508034
Wikipedia (en),Refer,700,6.9b,0.5024500000000001
Wikipedia (en),Refer,800,6.9b,0.500304
Wikipedia (en),Refer,900,6.9b,0.5140685
Wikipedia (en),Refer,0,12b,0.5157425
Wikipedia (en),Refer,100,12b,0.50214
Wikipedia (en),Refer,200,12b,0.5052865
Wikipedia (en),Refer,300,12b,0.5145164999999999
Wikipedia (en),Refer,400,12b,0.531778
Wikipedia (en),Refer,500,12b,0.504354
Wikipedia (en),Refer,600,12b,0.508034
Wikipedia (en),Refer,700,12b,0.5024500000000001
Wikipedia (en),Refer,800,12b,0.500304
Wikipedia (en),Refer,900,12b,0.5140685
Wikipedia (en),CCD,0,160m,0.5061685
Wikipedia (en),CCD,100,160m,0.5065155
Wikipedia (en),CCD,200,160m,0.5031509999999999
Wikipedia (en),CCD,300,160m,0.50895
Wikipedia (en),CCD,400,160m,0.5134475000000001
Wikipedia (en),CCD,500,160m,0.5112030000000001
Wikipedia (en),CCD,600,160m,0.5042920000000001
Wikipedia (en),CCD,700,160m,0.502904
Wikipedia (en),CCD,800,160m,0.517126
Wikipedia (en),CCD,900,160m,0.505627
Wikipedia (en),CCD,0,410m,0.5154030000000001
Wikipedia (en),CCD,100,410m,0.5092875
Wikipedia (en),CCD,200,410m,0.512342
Wikipedia (en),CCD,300,410m,0.5120075
Wikipedia (en),CCD,400,410m,0.511979
Wikipedia (en),CCD,500,410m,0.5038035000000001
Wikipedia (en),CCD,600,410m,0.533181
Wikipedia (en),CCD,700,410m,0.504347
Wikipedia (en),CCD,800,410m,0.5019215
Wikipedia (en),CCD,900,410m,0.5035025000000001
Wikipedia (en),CCD,0,1b,0.513197
Wikipedia (en),CCD,100,1b,0.5160555
Wikipedia (en),CCD,200,1b,0.5073654999999999
Wikipedia (en),CCD,300,1b,0.5152125
Wikipedia (en),CCD,400,1b,0.5276255
Wikipedia (en),CCD,500,1b,0.5281005000000001
Wikipedia (en),CCD,600,1b,0.5326445
Wikipedia (en),CCD,700,1b,0.507049
Wikipedia (en),CCD,800,1b,0.50223
Wikipedia (en),CCD,900,1b,0.509377
Wikipedia (en),CCD,0,2.8b,0.500885
Wikipedia (en),CCD,100,2.8b,0.5015135
Wikipedia (en),CCD,200,2.8b,0.5030695000000001
Wikipedia (en),CCD,300,2.8b,0.507549
Wikipedia (en),CCD,400,2.8b,0.5202244999999999
Wikipedia (en),CCD,500,2.8b,0.502332
Wikipedia (en),CCD,600,2.8b,0.5190845
Wikipedia (en),CCD,700,2.8b,0.5240525
Wikipedia (en),CCD,800,2.8b,0.5039910000000001
Wikipedia (en),CCD,900,2.8b,0.5001009999999999
Wikipedia (en),CCD,0,6.9b,0.5043580000000001
Wikipedia (en),CCD,100,6.9b,0.5032335000000001
Wikipedia (en),CCD,200,6.9b,0.506173
Wikipedia (en),CCD,300,6.9b,0.5056115
Wikipedia (en),CCD,400,6.9b,0.5145255
Wikipedia (en),CCD,500,6.9b,0.5003655
Wikipedia (en),CCD,600,6.9b,0.529497
Wikipedia (en),CCD,700,6.9b,0.505217
Wikipedia (en),CCD,800,6.9b,0.506389
Wikipedia (en),CCD,900,6.9b,0.50038
Wikipedia (en),CCD,0,12b,0.5004695
Wikipedia (en),CCD,100,12b,0.5031935
Wikipedia (en),CCD,200,12b,0.5069975
Wikipedia (en),CCD,300,12b,0.5131654999999999
Wikipedia (en),CCD,400,12b,0.5239795
Wikipedia (en),CCD,500,12b,0.507184
Wikipedia (en),CCD,600,12b,0.5136705
Wikipedia (en),CCD,700,12b,0.5105195
Wikipedia (en),CCD,800,12b,0.5037739999999999
Wikipedia (en),CCD,900,12b,0.5004895
Wikipedia (en),PAC,0,160m,0.5057360000000001
Wikipedia (en),PAC,100,160m,0.515828
Wikipedia (en),PAC,200,160m,0.5145405000000001
Wikipedia (en),PAC,300,160m,0.5062925
Wikipedia (en),PAC,400,160m,0.5076225
Wikipedia (en),PAC,500,160m,0.5125875
Wikipedia (en),PAC,600,160m,0.503112
Wikipedia (en),PAC,700,160m,0.504668
Wikipedia (en),PAC,800,160m,0.5284285
Wikipedia (en),PAC,900,160m,0.54264
Wikipedia (en),PAC,0,410m,0.5136365
Wikipedia (en),PAC,100,410m,0.5027655
Wikipedia (en),PAC,200,410m,0.511223
Wikipedia (en),PAC,300,410m,0.5038215
Wikipedia (en),PAC,400,410m,0.501687
Wikipedia (en),PAC,500,410m,0.5038245
Wikipedia (en),PAC,600,410m,0.503274
Wikipedia (en),PAC,700,410m,0.506421
Wikipedia (en),PAC,800,410m,0.5032195
Wikipedia (en),PAC,900,410m,0.525327
Wikipedia (en),PAC,0,1b,0.528158
Wikipedia (en),PAC,100,1b,0.500804
Wikipedia (en),PAC,200,1b,0.504291
Wikipedia (en),PAC,300,1b,0.5067725000000001
Wikipedia (en),PAC,400,1b,0.5061374999999999
Wikipedia (en),PAC,500,1b,0.5071060000000001
Wikipedia (en),PAC,600,1b,0.5004215
Wikipedia (en),PAC,700,1b,0.512138
Wikipedia (en),PAC,800,1b,0.505703
Wikipedia (en),PAC,900,1b,0.5376425
Wikipedia (en),PAC,0,2.8b,0.5154439999999999
Wikipedia (en),PAC,100,2.8b,0.5041505
Wikipedia (en),PAC,200,2.8b,0.501652
Wikipedia (en),PAC,300,2.8b,0.5065335
Wikipedia (en),PAC,400,2.8b,0.5238974999999999
Wikipedia (en),PAC,500,2.8b,0.5062195
Wikipedia (en),PAC,600,2.8b,0.5095040000000001
Wikipedia (en),PAC,700,2.8b,0.5075085
Wikipedia (en),PAC,800,2.8b,0.503877
Wikipedia (en),PAC,900,2.8b,0.522424
Wikipedia (en),PAC,0,6.9b,0.511328
Wikipedia (en),PAC,100,6.9b,0.5048715
Wikipedia (en),PAC,200,6.9b,0.505406
Wikipedia (en),PAC,300,6.9b,0.5203135
Wikipedia (en),PAC,400,6.9b,0.5181915
Wikipedia (en),PAC,500,6.9b,0.503656
Wikipedia (en),PAC,600,6.9b,0.502303
Wikipedia (en),PAC,700,6.9b,0.5096515
Wikipedia (en),PAC,800,6.9b,0.5086625
Wikipedia (en),PAC,900,6.9b,0.519792
Wikipedia (en),PAC,0,12b,0.5071224999999999
Wikipedia (en),PAC,100,12b,0.5103249999999999
Wikipedia (en),PAC,200,12b,0.510475
